City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
271,Anloga,GH,2021-08-13 18:28:50,5.79,0.9,79.02,78,100,12.75,overcast clouds
272,Huarmey,PE,2021-08-13 18:28:50,-10.07,-78.15,69.08,67,41,13.0,scattered clouds
273,Eyl,SO,2021-08-13 18:28:51,7.98,49.82,76.73,84,26,21.81,scattered clouds
274,Manokwari,ID,2021-08-13 18:28:51,-0.87,134.08,77.22,77,94,3.56,overcast clouds
275,Norman Wells,CA,2021-08-13 18:26:32,65.28,-126.83,62.64,77,75,4.61,broken clouds
276,Veshenskaya,RU,2021-08-13 18:28:51,49.63,41.73,67.1,87,98,14.12,moderate rain
277,Makakilo City,US,2021-08-13 18:28:52,21.35,-158.09,80.92,70,1,3.44,clear sky
278,Oyama,JP,2021-08-13 18:28:52,36.3,139.8,76.87,98,100,4.7,overcast clouds
279,Akdepe,TM,2021-08-13 18:28:20,42.06,59.38,75.29,43,0,16.42,clear sky
280,Norfolk,US,2021-08-13 18:28:52,42.17,-71.25,96.6,61,40,1.01,scattered clouds
281,Coihaique,CL,2021-08-13 18:28:52,-45.58,-72.07,53.55,43,0,5.75,clear sky
282,Waingapu,ID,2021-08-13 18:28:53,-9.66,120.26,75.92,88,35,8.23,scattered clouds
283,Burayevo,RU,2021-08-13 18:28:53,55.84,55.41,65.19,30,16,8.14,few clouds
284,Sobolevo,RU,2021-08-13 18:28:53,54.43,31.9,61.83,68,29,6.22,scattered clouds
285,Padang,ID,2021-08-13 18:26:26,-0.95,100.35,77.36,88,72,3.22,broken clouds
286,Siteki,SZ,2021-08-13 18:28:54,-26.45,31.95,52.03,71,100,7.43,overcast clouds
287,Clyde River,CA,2021-08-13 18:28:54,70.47,-68.59,41.23,93,75,17.27,broken clouds
288,Kavieng,PG,2021-08-13 18:28:54,-2.57,150.8,81.37,78,100,10.83,overcast clouds
289,Qui Nhon,VN,2021-08-13 18:28:54,13.77,109.23,80.51,74,100,4.63,overcast clouds
290,Bathsheba,BB,2021-08-13 18:28:55,13.22,-59.52,88.41,74,40,16.11,scattered clouds
291,Saint-Philippe,RE,2021-08-13 18:28:55,-21.36,55.77,71.15,80,19,5.77,few clouds
292,Batsfjord,NO,2021-08-13 18:28:55,70.63,29.72,53.82,96,100,6.89,overcast clouds
293,Sioux Lookout,CA,2021-08-13 18:28:55,50.1,-91.92,61.18,62,75,10.36,broken clouds
294,Athmallik,IN,2021-08-13 18:28:56,20.72,84.53,82.18,78,100,2.46,overcast clouds
295,Carai,BR,2021-08-13 18:28:56,-17.19,-41.69,76.14,42,50,7.92,scattered clouds
296,Voh,NC,2021-08-13 18:28:56,-20.97,164.7,60.42,82,1,4.52,clear sky
297,Santa Rosa,PH,2021-08-13 18:28:57,14.31,121.11,82.38,83,86,1.14,overcast clouds
298,Balfour,ZA,2021-08-13 18:28:57,-26.66,28.59,46.81,85,100,15.23,light snow
299,Sechura,PE,2021-08-13 18:28:57,-5.56,-80.82,76.01,61,64,11.86,broken clouds
300,Peniche,PT,2021-08-13 18:28:57,39.36,-9.38,83.68,87,3,14.88,clear sky
301,San Ignacio,BZ,2021-08-13 18:28:58,17.16,-89.07,89.74,58,40,4.61,scattered clouds
302,Dicabisagan,PH,2021-08-13 18:28:58,17.08,122.42,78.37,85,15,3.33,few clouds
303,Limbe,CM,2021-08-13 18:28:58,4.02,9.21,76.93,87,37,8.66,scattered clouds
304,Vila Velha,BR,2021-08-13 18:28:00,-20.33,-40.29,78.75,61,0,11.5,clear sky
305,Paveh,IR,2021-08-13 18:28:59,35.04,46.36,75.7,19,0,3.02,clear sky
306,Anadyr,RU,2021-08-13 18:28:59,64.75,177.48,52.3,82,0,4.47,clear sky
307,Genhe,CN,2021-08-13 18:28:59,50.78,121.52,50.0,94,27,1.74,scattered clouds
308,Minab,IR,2021-08-13 18:28:59,27.15,57.08,90.9,62,0,1.97,clear sky
309,Paraiso,CR,2021-08-13 18:29:00,9.84,-83.87,77.88,57,97,4.03,overcast clouds
310,Tasiilaq,GL,2021-08-13 18:29:00,65.61,-37.64,53.76,64,91,7.43,overcast clouds
311,Victoria,HK,2021-08-13 18:28:39,22.29,114.16,85.32,87,100,1.01,overcast clouds
312,Hawalli,KW,2021-08-13 18:29:00,29.28,48.0,111.29,11,0,13.8,clear sky
313,Ontario,US,2021-08-13 18:27:26,34.06,-117.65,100.42,27,20,5.01,few clouds
314,Dunedin,NZ,2021-08-13 18:29:00,-45.87,170.5,48.79,46,37,4.0,light rain
315,Honningsvag,NO,2021-08-13 18:29:01,70.98,25.97,51.55,76,20,14.97,few clouds
316,Tabou,CI,2021-08-13 18:29:01,4.42,-7.35,77.27,75,89,8.08,overcast clouds
317,Maltahohe,NA,2021-08-13 18:29:01,-24.83,16.98,49.33,41,0,15.14,clear sky
318,Harper,LR,2021-08-13 18:29:02,4.38,-7.72,77.76,72,98,9.15,overcast clouds
319,Cidreira,BR,2021-08-13 18:29:02,-30.18,-50.21,60.15,80,99,13.62,light rain
320,Helong,CN,2021-08-13 18:29:02,42.54,129.0,58.8,100,100,2.48,overcast clouds
321,Dunda,TZ,2021-08-13 18:29:02,-8.12,34.25,69.87,43,11,7.52,few clouds
322,Caravelas,BR,2021-08-13 18:29:03,-17.71,-39.25,76.53,57,14,7.65,few clouds
323,Lavrentiya,RU,2021-08-13 18:29:03,65.58,-171.0,43.54,81,100,7.05,light rain
324,Saskylakh,RU,2021-08-13 18:29:03,71.92,114.08,48.15,73,99,7.61,overcast clouds
325,Varca,IN,2021-08-13 18:29:04,15.22,73.92,78.8,100,75,5.75,broken clouds
326,Robertsport,LR,2021-08-13 18:29:04,6.75,-11.37,78.08,78,100,17.87,overcast clouds
327,Fare,PF,2021-08-13 18:27:36,-16.7,-151.02,78.69,69,73,14.36,broken clouds
328,Cortez,US,2021-08-13 18:29:04,37.35,-108.59,87.42,32,1,9.22,clear sky
329,Grindavik,IS,2021-08-13 18:28:35,63.84,-22.43,58.55,88,40,10.36,scattered clouds
330,Kyabe,TD,2021-08-13 18:29:05,9.45,18.94,73.81,93,94,2.82,overcast clouds
331,Gopalur,IN,2021-08-13 18:29:05,16.62,77.8,76.93,80,100,4.81,moderate rain
332,Ulaanbaatar,MN,2021-08-13 18:24:30,47.91,106.88,53.73,82,40,2.24,scattered clouds
333,Zyryanka,RU,2021-08-13 18:29:05,65.75,150.85,59.61,86,98,2.24,overcast clouds
334,Sinop,TR,2021-08-13 18:29:05,41.77,34.87,64.83,91,80,3.38,broken clouds
335,Oswego,US,2021-08-13 18:26:49,43.45,-76.15,89.78,70,73,1.01,broken clouds
336,Sterling,US,2021-08-13 18:24:30,39.01,-77.43,100.11,47,75,3.0,broken clouds
337,Amapa,BR,2021-08-13 18:29:06,1.0,-52.0,79.9,81,98,1.57,overcast clouds
338,College,US,2021-08-13 18:24:24,64.86,-147.8,55.72,87,75,0.0,light rain
339,San Quintin,MX,2021-08-13 18:29:06,30.48,-115.95,79.66,56,6,12.53,clear sky
340,Terney,RU,2021-08-13 18:25:09,45.05,136.61,55.94,83,49,5.88,scattered clouds
341,Pochutla,MX,2021-08-13 18:29:06,15.74,-96.47,84.81,60,84,5.03,broken clouds
342,Alcamo,IT,2021-08-13 18:29:07,38.0,12.96,86.2,60,0,4.54,clear sky
343,Geraldton,AU,2021-08-13 18:29:07,-28.77,114.6,45.01,93,0,8.05,clear sky
344,Kabare,CD,2021-08-13 18:29:07,-2.47,28.82,64.63,81,86,0.87,light rain
345,Ancud,CL,2021-08-13 18:29:08,-41.87,-73.82,45.93,81,100,2.21,overcast clouds
346,Muriwai Beach,NZ,2021-08-13 18:29:08,-36.82,174.45,51.87,71,70,11.86,broken clouds
347,San Joaquin,US,2021-08-13 18:29:08,37.93,-121.3,91.11,38,1,8.05,clear sky
348,Vadinsk,RU,2021-08-13 18:29:09,53.69,43.06,65.35,81,100,1.68,light rain
349,Kouango,CF,2021-08-13 18:29:09,4.99,19.96,72.16,96,96,2.13,overcast clouds
350,Lakes Entrance,AU,2021-08-13 18:29:09,-37.88,147.98,43.18,78,3,6.64,clear sky
351,Jizan,SA,2021-08-13 18:29:09,17.33,42.67,92.34,48,16,5.59,few clouds
352,Cabra,ES,2021-08-13 18:29:10,37.47,-4.44,106.66,16,2,8.5,clear sky
353,Matamoros,MX,2021-08-13 18:29:10,25.53,-103.25,87.91,36,20,0.0,few clouds
354,Quatre Cocos,MU,2021-08-13 18:29:10,-20.21,57.76,68.09,82,20,5.61,few clouds
355,Lanzhou,CN,2021-08-13 18:29:11,36.06,103.79,67.28,40,49,5.28,scattered clouds
356,Samarai,PG,2021-08-13 18:29:11,-10.62,150.67,76.08,93,100,15.12,overcast clouds
357,Srednekolymsk,RU,2021-08-13 18:29:11,67.45,153.68,54.34,87,76,6.33,broken clouds
358,Manzanares,ES,2021-08-13 18:29:12,39.0,-3.37,105.35,9,57,13.22,light rain
359,Corinto,GR,2021-08-13 18:29:12,37.94,22.96,88.41,40,0,4.12,clear sky
360,Chinhoyi,ZW,2021-08-13 18:29:12,-17.37,30.2,68.27,26,0,6.69,clear sky
361,Fort Nelson,CA,2021-08-13 18:29:12,58.81,-122.7,78.39,50,40,4.61,scattered clouds
362,Santa Vitoria Do Palmar,BR,2021-08-13 18:29:13,-33.52,-53.37,56.88,66,1,8.66,clear sky
363,Hualmay,PE,2021-08-13 18:29:13,-11.1,-77.61,67.17,68,54,11.41,broken clouds
364,Palu,ID,2021-08-13 18:29:13,-0.89,119.87,75.61,95,100,2.24,overcast clouds
365,Qaqortoq,GL,2021-08-13 18:29:13,60.72,-46.03,64.9,78,82,4.54,broken clouds
366,Ekhabi,RU,2021-08-13 18:29:14,53.51,142.97,54.05,79,82,7.45,broken clouds
367,Ouadda,CF,2021-08-13 18:29:14,8.08,22.4,67.5,96,25,2.33,scattered clouds
368,Evensk,RU,2021-08-13 18:29:14,61.95,159.23,48.9,93,100,5.7,overcast clouds
369,Hailar,CN,2021-08-13 18:29:15,49.2,119.7,53.65,91,0,7.07,clear sky
370,Bengkulu,ID,2021-08-13 18:29:15,-3.8,102.27,75.76,90,55,4.54,broken clouds
371,Coquimbo,CL,2021-08-13 18:27:05,-29.95,-71.34,55.13,71,20,11.5,few clouds
372,Sambava,MG,2021-08-13 18:29:15,-14.27,50.17,72.45,89,12,11.79,few clouds
373,Coxim,BR,2021-08-13 18:29:15,-18.51,-54.76,94.95,18,2,4.99,clear sky
374,Victor Harbor,AU,2021-08-13 18:29:16,-35.57,138.62,50.9,95,2,6.96,clear sky
375,Tutoia,BR,2021-08-13 18:29:16,-2.76,-42.27,85.98,67,50,15.7,scattered clouds
376,Zhigansk,RU,2021-08-13 18:29:16,66.77,123.37,50.23,90,100,19.06,overcast clouds
377,Great Bend,US,2021-08-13 18:25:11,38.36,-98.76,78.85,81,1,1.01,clear sky
378,Kytmanovo,RU,2021-08-13 18:29:17,53.46,85.45,54.68,90,92,7.72,overcast clouds
379,Miandrivazo,MG,2021-08-13 18:29:17,-19.52,45.47,72.59,45,0,2.06,clear sky
380,Mtambile,TZ,2021-08-13 18:29:17,-5.38,39.7,75.65,83,10,14.45,clear sky
381,Nilanga,IN,2021-08-13 18:29:17,18.1,76.77,78.24,70,100,5.95,light rain
382,Alofi,NU,2021-08-13 18:29:18,-19.06,-169.92,66.09,88,69,6.91,broken clouds
383,Gloucester,GB,2021-08-13 18:29:18,51.87,-2.24,68.76,66,20,10.36,few clouds
384,Celendin,PE,2021-08-13 18:29:18,-6.87,-78.15,72.12,41,98,4.29,overcast clouds
385,Sisophon,KH,2021-08-13 18:29:19,13.59,102.97,79.07,87,100,6.04,light rain
386,Talcahuano,CL,2021-08-13 18:29:19,-36.72,-73.12,53.28,66,75,3.44,broken clouds
387,Yaan,NG,2021-08-13 18:29:19,7.38,8.57,75.42,88,54,4.47,broken clouds
388,Hurghada,EG,2021-08-13 18:29:19,27.26,33.81,88.59,35,0,5.37,clear sky
389,Kralendijk,BQ,2021-08-13 18:29:20,12.15,-68.27,89.58,58,75,12.66,broken clouds
390,Moron,AR,2021-08-13 18:29:20,-34.65,-58.62,58.8,69,97,4.0,overcast clouds
391,Asau,RO,2021-08-13 18:29:20,46.43,26.4,65.32,76,57,2.06,broken clouds
392,Paamiut,GL,2021-08-13 18:26:31,61.99,-49.67,45.28,90,91,22.41,overcast clouds
393,Mombetsu,JP,2021-08-13 18:29:20,44.35,143.35,53.92,87,89,3.33,overcast clouds
394,Novouzensk,RU,2021-08-13 18:29:21,50.46,48.14,81.05,19,6,10.36,clear sky
395,Gamba,GA,2021-08-13 18:29:21,-2.65,10.0,75.38,82,78,7.38,broken clouds
396,Aykhal,RU,2021-08-13 18:29:21,66.0,111.5,45.19,91,73,7.87,broken clouds
397,Haines Junction,CA,2021-08-13 18:29:22,60.75,-137.51,55.35,94,100,2.3,moderate rain
398,Maceio,BR,2021-08-13 18:29:22,-9.67,-35.74,80.04,65,40,9.22,scattered clouds
399,Beringovskiy,RU,2021-08-13 18:29:22,63.05,179.32,49.82,90,100,9.17,light rain
400,Malpe,IN,2021-08-13 18:29:22,13.35,74.72,78.1,85,100,4.83,moderate rain
401,Muscat,OM,2021-08-13 18:29:23,23.61,58.59,87.82,67,69,7.29,broken clouds
402,Sandila,IN,2021-08-13 18:29:23,27.08,80.52,84.11,75,100,4.56,overcast clouds
403,Aklavik,CA,2021-08-13 18:29:23,68.22,-135.01,43.63,87,90,5.75,moderate rain
404,Serenje,ZM,2021-08-13 18:29:24,-13.23,30.24,63.32,35,0,7.09,clear sky
405,Yongan,CN,2021-08-13 18:29:24,39.7,113.69,61.21,86,14,4.0,few clouds
406,Novyy Urgal,RU,2021-08-13 18:29:24,51.07,132.56,54.52,94,7,0.2,clear sky
407,Santa Maria,BR,2021-08-13 18:29:24,-29.68,-53.81,65.5,63,75,13.8,broken clouds
408,Praia Da Vitoria,PT,2021-08-13 18:25:30,38.73,-27.07,77.25,83,40,14.97,scattered clouds
409,Kaka,TM,2021-08-13 18:29:25,37.35,59.61,88.07,18,0,2.64,clear sky
410,Biltine,TD,2021-08-13 18:29:25,14.53,20.92,75.06,79,95,8.08,overcast clouds
411,The Valley,AI,2021-08-13 18:29:25,18.22,-63.06,87.66,74,40,13.8,scattered clouds
412,Holme,DK,2021-08-13 18:29:26,56.11,10.17,65.77,79,58,16.22,broken clouds
413,San Cristobal,VE,2021-08-13 18:29:26,7.77,-72.22,80.78,54,79,6.24,broken clouds
414,Matara,LK,2021-08-13 18:29:26,5.95,80.54,78.67,84,99,13.29,overcast clouds
415,Puerto Leguizamo,CO,2021-08-13 18:29:26,-0.19,-74.78,74.25,96,98,1.45,overcast clouds
416,Port Macquarie,AU,2021-08-13 18:29:27,-31.43,152.92,49.96,100,75,2.3,broken clouds
417,Santa Barbara,US,2021-08-13 18:27:12,34.73,-120.03,82.44,40,20,6.4,few clouds
418,Chapais,CA,2021-08-13 18:29:27,49.78,-74.85,74.98,36,9,11.92,clear sky
419,Vaitape,PF,2021-08-13 18:29:27,-16.52,-151.75,78.46,69,67,10.6,broken clouds
420,Tianpeng,CN,2021-08-13 18:29:27,30.99,103.94,79.27,92,99,6.31,overcast clouds
421,Saint-Augustin,CA,2021-08-13 18:29:28,51.23,-58.65,67.57,93,100,7.9,overcast clouds
422,Faranah,GN,2021-08-13 18:29:28,10.04,-10.74,74.52,95,99,6.78,moderate rain
423,Tucurui,BR,2021-08-13 18:29:28,-3.77,-49.67,89.67,47,88,4.76,overcast clouds
424,Itarema,BR,2021-08-13 18:29:28,-2.92,-39.92,84.56,59,31,18.95,scattered clouds
425,Kupang,ID,2021-08-13 18:29:29,-10.17,123.58,76.14,75,5,11.12,clear sky
426,Chinchani,IN,2021-08-13 18:29:29,19.87,72.7,80.94,82,97,12.03,overcast clouds
427,Te Anau,NZ,2021-08-13 18:29:29,-45.42,167.72,40.98,93,100,6.08,overcast clouds
428,Okakarara,NA,2021-08-13 18:29:30,-20.58,17.43,65.46,23,4,5.79,clear sky
429,Finnsnes,NO,2021-08-13 18:29:30,69.23,17.98,54.21,89,100,4.43,overcast clouds
430,Iranshahr,IR,2021-08-13 18:29:30,27.2,60.68,104.34,6,0,11.5,clear sky
431,Agadez,NE,2021-08-13 18:29:30,19.75,10.25,96.6,10,0,9.62,clear sky
432,Cieza,ES,2021-08-13 18:29:31,38.24,-1.42,92.84,31,56,8.86,broken clouds
433,Krasnoyarka,RU,2021-08-13 18:29:31,55.33,73.12,58.95,79,77,7.2,broken clouds
434,Sulangan,PH,2021-08-13 18:29:31,11.14,123.72,81.93,75,84,3.94,broken clouds
435,Podgornoye,RU,2021-08-13 18:29:31,51.74,39.15,70.02,52,0,6.71,clear sky
436,Praya,CV,2021-08-13 18:29:32,14.92,-23.51,84.74,54,20,13.8,few clouds
437,Formosa,AR,2021-08-13 18:29:32,-26.18,-58.18,66.18,48,0,9.22,clear sky
438,Muros,ES,2021-08-13 18:27:25,42.78,-9.06,83.14,53,6,11.05,clear sky
439,Homer,US,2021-08-13 18:29:32,59.64,-151.55,53.47,92,75,5.75,broken clouds
440,San Ramon,US,2021-08-13 18:29:32,37.78,-121.98,85.23,48,1,7.0,clear sky
441,Ovre Ardal,NO,2021-08-13 18:29:33,61.32,7.8,54.48,92,100,5.23,light rain
442,North Battleford,CA,2021-08-13 18:29:33,52.78,-108.28,79.41,36,1,11.5,clear sky
443,Klaksvik,FO,2021-08-13 18:29:33,62.23,-6.59,58.12,86,86,8.93,overcast clouds
444,Vila Franca Do Campo,PT,2021-08-13 18:29:34,37.72,-25.43,77.41,69,4,9.73,clear sky
445,Spornoye,RU,2021-08-13 18:29:34,50.84,37.29,69.82,49,100,7.14,overcast clouds
446,Georgetown,MY,2021-08-13 18:25:26,5.41,100.34,78.89,93,20,3.44,few clouds
447,Umrala,IN,2021-08-13 18:29:34,21.83,71.82,82.17,70,88,13.42,overcast clouds
448,Tshikapa,CD,2021-08-13 18:29:34,-6.42,20.8,82.26,45,82,0.29,broken clouds
449,Nizhniy Odes,RU,2021-08-13 18:29:35,63.64,54.86,73.17,56,80,10.71,broken clouds
450,Leshukonskoye,RU,2021-08-13 18:29:35,64.9,45.76,62.11,98,100,9.24,overcast clouds
451,Okrika,NG,2021-08-13 18:29:35,4.74,7.08,79.63,71,88,7.61,overcast clouds
452,Kununurra,AU,2021-08-13 18:29:36,-15.77,128.73,75.18,29,0,6.91,clear sky
453,Luanda,AO,2021-08-13 18:29:36,-8.84,13.23,71.46,83,26,12.01,scattered clouds
454,Kiruna,SE,2021-08-13 18:29:36,67.86,20.23,52.72,76,91,9.22,overcast clouds
455,Mizan Teferi,ET,2021-08-13 18:29:37,6.98,35.58,61.27,96,91,2.42,light rain
456,Sakaiminato,JP,2021-08-13 18:29:37,35.55,133.23,73.38,94,75,16.11,light intensity shower rain
457,Matay,EG,2021-08-13 18:29:37,28.42,30.78,94.55,23,0,8.46,clear sky
458,Beaufort,MY,2021-08-13 18:29:37,5.35,115.75,78.96,95,100,2.91,moderate rain
459,Tiarei,PF,2021-08-13 18:29:38,-17.53,-149.33,77.02,69,83,19.8,broken clouds
460,Chemal,RU,2021-08-13 18:29:38,51.41,86.0,56.05,97,99,3.02,overcast clouds
461,Gigmoto,PH,2021-08-13 18:29:38,13.78,124.39,80.82,84,27,4.34,scattered clouds
462,Lixourion,GR,2021-08-13 18:29:39,38.2,20.43,89.46,74,0,11.5,clear sky
463,Burnie,AU,2021-08-13 18:29:39,-41.07,145.92,49.75,80,84,5.7,broken clouds
464,Tjome,NO,2021-08-13 18:29:39,59.11,10.39,62.71,93,40,10.36,scattered clouds
465,Bandar-E Lengeh,IR,2021-08-13 18:29:39,26.56,54.88,96.91,63,1,4.61,clear sky
466,Caxito,AO,2021-08-13 18:29:40,-8.58,13.66,73.29,78,7,7.45,clear sky
467,Crestview,US,2021-08-13 18:27:28,30.76,-86.57,93.15,56,40,3.0,scattered clouds
468,Zhuhai,CN,2021-08-13 18:29:40,22.28,113.57,84.06,89,40,14.97,scattered clouds
469,Skotterud,NO,2021-08-13 18:29:40,59.98,12.13,63.91,96,100,6.71,light rain
470,Ambunti,PG,2021-08-13 18:29:40,-4.24,142.84,73.4,97,90,1.34,overcast clouds
471,Zhangjiakou,CN,2021-08-13 18:29:41,40.81,114.88,64.8,87,74,3.42,broken clouds
472,Muncar,ID,2021-08-13 18:29:41,-8.43,114.33,73.85,93,44,0.96,scattered clouds
473,Gizo,SB,2021-08-13 18:29:41,-8.1,156.84,80.29,79,87,4.85,light rain
474,Pouembout,NC,2021-08-13 18:29:41,-21.13,164.9,61.95,80,27,4.74,scattered clouds
475,Bluefield,US,2021-08-13 18:29:42,37.27,-81.22,88.07,47,20,7.0,few clouds
476,Tiznit,MA,2021-08-13 18:29:42,29.58,-9.5,99.46,16,22,8.32,few clouds
477,Vostok,RU,2021-08-13 18:29:42,46.49,135.88,56.43,71,90,2.8,overcast clouds
478,Shimanovsk,RU,2021-08-13 18:29:43,52.0,127.7,58.06,80,41,3.09,scattered clouds
479,Landeck,AT,2021-08-13 18:29:43,47.13,10.56,75.94,74,72,3.96,broken clouds
480,Angono,PH,2021-08-13 18:29:43,14.53,121.17,81.72,81,40,2.3,scattered clouds
481,Tromso,NO,2021-08-13 18:29:43,69.65,18.96,54.25,87,75,2.3,broken clouds
482,Linxia,CN,2021-08-13 18:29:44,35.6,103.21,63.46,51,50,3.42,scattered clouds
483,Reforma,MX,2021-08-13 18:29:44,18.1,-91.02,95.77,40,33,2.55,scattered clouds
484,Douglas,US,2021-08-13 18:29:44,41.3,-96.17,84.38,42,1,3.0,clear sky
485,Narsaq,GL,2021-08-13 18:29:45,60.92,-46.05,64.62,69,80,4.5,broken clouds
486,Kuryk,KZ,2021-08-13 18:29:45,43.2,51.65,90.84,28,7,17.4,clear sky
487,Dalby,AU,2021-08-13 18:29:45,-27.18,151.27,50.7,78,90,3.58,overcast clouds
488,Alexandria,EG,2021-08-13 18:28:23,31.22,29.96,81.39,71,0,6.76,clear sky
489,Tautira,PF,2021-08-13 18:29:45,-17.73,-149.15,77.02,70,92,22.01,overcast clouds
490,Bellavista,PE,2021-08-13 18:29:46,-7.06,-76.59,89.08,62,40,6.91,scattered clouds
491,Misratah,LY,2021-08-13 18:29:46,32.38,15.09,83.95,66,0,9.69,clear sky
492,Whitehorse,CA,2021-08-13 18:29:46,60.72,-135.05,57.97,88,75,9.22,light rain
493,Cabedelo,BR,2021-08-13 18:29:47,-6.98,-34.83,83.07,70,51,17.83,broken clouds
494,Road Town,VG,2021-08-13 18:29:47,18.42,-64.62,87.84,74,40,10.36,scattered clouds
495,Ciocile,RO,2021-08-13 18:29:47,44.82,27.23,71.96,42,16,7.34,few clouds
496,Mapastepec,MX,2021-08-13 18:29:48,15.43,-92.9,87.39,70,58,6.2,broken clouds
497,Junagarh,IN,2021-08-13 18:29:48,19.87,82.93,82.08,73,99,3.33,moderate rain
498,Ouegoa,NC,2021-08-13 18:29:48,-20.35,164.43,65.64,66,6,11.43,clear sky
499,Pedernales,DO,2021-08-13 18:29:48,18.04,-71.74,88.7,58,28,6.62,scattered clouds
500,Suffolk,US,2021-08-13 18:26:49,40.87,-72.8,96.55,59,1,8.99,clear sky
501,Pacific Grove,US,2021-08-13 18:29:49,36.62,-121.92,85.8,82,1,1.99,clear sky
502,Andenes,NO,2021-08-13 18:29:49,69.31,16.12,49.98,93,75,10.36,broken clouds
503,Elat,IL,2021-08-13 18:29:49,29.56,34.95,98.44,18,0,11.5,clear sky
504,Conceicao Da Barra,BR,2021-08-13 18:29:50,-18.59,-39.73,76.86,61,13,7.52,few clouds
505,Marzuq,YE,2021-08-13 18:29:50,14.4,46.47,86.47,38,6,6.49,clear sky
506,Aljezur,PT,2021-08-13 18:29:50,37.32,-8.8,79.75,50,29,7.9,scattered clouds
507,Krasnokamensk,RU,2021-08-13 18:29:50,50.1,118.04,55.72,83,56,4.43,broken clouds
508,Jining,CN,2021-08-13 18:29:51,35.4,116.58,68.16,92,3,1.54,light rain
509,Tazmalt,DZ,2021-08-13 18:29:51,36.39,4.4,102.04,11,24,7.65,few clouds
510,Uitenhage,ZA,2021-08-13 18:29:51,-33.76,25.4,49.59,77,35,3.36,scattered clouds
511,Ixtapa,MX,2021-08-13 18:29:52,20.7,-105.2,88.23,66,20,8.05,few clouds
512,Muroto,JP,2021-08-13 18:29:52,33.28,134.15,79.5,92,100,25.72,light rain
513,Komsomolets,KZ,2021-08-13 18:29:52,53.75,62.07,59.97,51,50,4.14,scattered clouds
514,Sete,FR,2021-08-13 18:29:52,43.4,3.7,87.84,58,5,8.25,clear sky
515,Khandbari,NP,2021-08-13 18:29:53,27.37,87.2,73.98,96,100,0.96,overcast clouds
516,Cockburn Town,TC,2021-08-13 18:27:11,21.46,-71.14,82.92,77,100,18.3,overcast clouds
517,Mehamn,NO,2021-08-13 18:29:53,71.04,27.85,51.98,92,94,13.4,overcast clouds
518,Richards Bay,ZA,2021-08-13 18:29:54,-28.78,32.04,61.86,58,98,10.13,overcast clouds
519,Pulivendla,IN,2021-08-13 18:29:54,14.42,78.23,79.43,72,100,3.98,overcast clouds
520,Culpeper,US,2021-08-13 18:29:54,38.5,-77.97,98.8,46,1,5.75,clear sky
521,Middelburg,ZA,2021-08-13 18:29:54,-25.78,29.46,44.37,83,93,23.64,overcast clouds
522,Gaoual,GN,2021-08-13 18:29:55,11.75,-13.2,77.85,89,100,5.5,moderate rain
523,Ferrol,ES,2021-08-13 18:29:55,43.48,-8.24,82.65,76,2,6.15,clear sky
524,Puerto Penasco,MX,2021-08-13 18:29:23,31.32,-113.53,86.92,81,54,17.0,broken clouds
525,Kismayo,SO,2021-08-13 18:29:55,-0.36,42.55,76.32,86,66,16.08,broken clouds
526,Danielskuil,ZA,2021-08-13 18:29:56,-28.19,23.54,46.45,38,90,7.58,overcast clouds
527,Kimbe,PG,2021-08-13 18:29:56,-5.55,150.14,73.08,92,93,3.94,overcast clouds
528,Manaure,CO,2021-08-13 18:29:56,11.78,-72.44,91.29,49,37,13.67,scattered clouds
529,Ajmer,IN,2021-08-13 18:29:56,26.45,74.63,82.8,58,100,13.91,overcast clouds
530,Chokwe,MZ,2021-08-13 18:29:57,-24.53,32.98,64.6,75,100,13.69,light rain
531,Jaque,PA,2021-08-13 18:29:57,7.52,-78.17,79.3,84,100,5.93,light rain
532,Boyolangu,ID,2021-08-13 18:29:57,-8.12,111.89,73.51,93,55,2.1,broken clouds
533,Zemlyansk,RU,2021-08-13 18:29:58,51.9,38.73,69.44,52,100,8.28,overcast clouds
534,Obigarm,TJ,2021-08-13 18:29:58,38.72,69.71,67.91,26,2,0.4,clear sky
535,Kristiansund,NO,2021-08-13 18:29:58,63.11,7.73,62.65,67,0,4.61,clear sky
536,Arkhara,RU,2021-08-13 18:29:59,49.42,130.08,60.28,82,76,2.39,broken clouds
537,Iisalmi,FI,2021-08-13 18:29:59,63.56,27.19,68.02,77,60,3.85,broken clouds
538,Mpika,ZM,2021-08-13 18:29:59,-11.83,31.45,61.02,36,0,4.65,clear sky
539,Coahuayana,MX,2021-08-13 18:29:59,18.73,-103.68,85.48,60,99,4.09,overcast clouds
540,Grajau,BR,2021-08-13 18:25:11,-5.82,-46.14,99.68,20,17,6.53,few clouds
541,Okhotsk,RU,2021-08-13 18:30:00,59.38,143.3,54.54,93,12,1.16,few clouds
542,Brigantine,US,2021-08-13 18:30:01,39.41,-74.36,98.29,64,1,0.0,clear sky
543,Talaya,RU,2021-08-13 18:30:02,61.38,152.75,61.77,78,82,1.83,broken clouds
544,Kapoeta,SS,2021-08-13 18:30:03,4.77,33.59,73.72,75,81,5.08,broken clouds
