City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
250,Soure,BR,2021-08-06 05:24:13,-0.7167,-48.5233,79.14,80,29,9.26
251,Boysun,UZ,2021-08-06 05:24:13,38.2061,67.1986,84.58,17,6,7.05
252,Celestun,MX,2021-08-06 05:24:14,20.8667,-90.4,81.61,77,9,14.56
253,Khatanga,RU,2021-08-06 05:24:15,71.9667,102.5,73.89,27,6,12.57
254,Baglung,NP,2021-08-06 05:24:15,28.2719,83.5898,83.26,60,82,5.03
255,Sisophon,KH,2021-08-06 05:24:15,13.5859,102.9737,84.34,72,99,10.65
256,Springbok,ZA,2021-08-06 05:24:16,-29.6643,17.8865,44.64,51,0,2.06
257,Ilo,PE,2021-08-06 05:24:16,-17.6394,-71.3375,59.13,86,10,5.97
258,La Troncal,EC,2021-08-06 05:24:17,-2.4,-79.3333,82.2,84,5,1.34
259,Camopi,GF,2021-08-06 05:24:17,3.1655,-52.3158,70.72,99,78,0.85
260,Talnakh,RU,2021-08-06 05:24:18,69.4865,88.3972,78.78,46,77,1.81
261,Sao Filipe,CV,2021-08-06 05:24:18,14.8961,-24.4956,77.45,92,91,8.59
262,Karratha,AU,2021-08-06 05:24:19,-20.7377,116.8463,78.15,27,18,24.29
263,Mwaya,TZ,2021-08-06 05:24:19,-9.55,33.95,67.91,71,44,1.77
264,Penzance,GB,2021-08-06 05:24:20,50.1186,-5.5371,60.01,88,26,26.08
265,Fare,PF,2021-08-06 05:24:20,-16.7,-151.0167,78.51,71,92,5.73
266,Mersing,MY,2021-08-06 05:24:21,2.4312,103.8405,85.91,79,40,12.66
267,Srikakulam,IN,2021-08-06 05:24:21,18.3,83.9,90.3,56,93,6.38
268,Bitkine,TD,2021-08-06 05:24:22,11.9801,18.2138,74.25,87,100,4.56
269,Meulaboh,ID,2021-08-06 05:24:23,4.1363,96.1285,86.52,59,95,5.39
270,Sao Jose Da Coroa Grande,BR,2021-08-06 05:24:23,-8.8978,-35.1478,73.4,82,12,11.07
271,Zambezi,ZM,2021-08-06 05:24:24,-13.5432,23.1047,47.3,33,0,4.99
272,Henties Bay,NA,2021-08-06 05:24:24,-22.116,14.2845,52.86,76,6,3.62
273,Lubumbashi,CD,2021-08-06 05:24:25,-11.6609,27.4794,54.55,50,0,3.76
274,Rupert,US,2021-08-06 05:24:26,42.6191,-113.6772,80.04,64,1,0.0
275,Norman Wells,CA,2021-08-06 05:24:27,65.282,-126.8329,62.64,77,75,2.3
276,Jumla,NP,2021-08-06 05:24:27,29.2747,82.1838,64.65,91,100,2.1
277,Longyearbyen,SJ,2021-08-06 05:21:11,78.2186,15.6401,44.44,65,40,4.61
278,Nishihara,JP,2021-08-06 05:24:28,26.1842,127.7558,87.46,84,75,10.36
279,Iqaluit,CA,2021-08-06 05:24:29,63.7506,-68.5145,42.53,75,90,8.99
280,Maragogi,BR,2021-08-06 05:24:29,-9.0122,-35.2225,73.11,82,15,11.1
281,Floro,NO,2021-08-06 05:24:29,61.5996,5.0328,57.96,88,20,8.05
282,Lakes Entrance,AU,2021-08-06 05:24:30,-37.8811,147.981,65.57,58,79,17.25
283,Sinnamary,GF,2021-08-06 05:24:31,5.3833,-52.95,75.43,88,70,3.24
